Datum/Zeit;timestamp_text;O3 [µg/m³];NO2 [µg/m³];PM10 [µg/m³];PM2.5 [µg/m³];CPC [1/cm³];EC [µg/m³];NOX [µg/m³];TEMP [°C];PREC [mm];RAD [W/m²];SO2 [µg/m³]
2019-07-22T16:00:00+00:00;22.07.2019 17:00;128.2;6.2;12.7;6.6;11751.3;0.2;6.6;30.1;0.0;391.3;0.5
2019-07-22T17:00:00+00:00;22.07.2019 18:00;124.0;6.6;13.8;7.4;8949.9;0.2;6.8;29.7;0.0;300.2;0.5
2019-07-22T18:00:00+00:00;22.07.2019 19:00;116.6;7.3;13.2;6.7;7579.3;0.2;7.6;28.9;0.0;140.0;0.4
2019-07-22T21:00:00+00:00;22.07.2019 22:00;71.0;15.4;19.8;9.1;11665.6;0.4;15.6;22.1;0.0;0.0;0.7
2019-07-23T04:00:00+00:00;23.07.2019 05:00;42.6;18.6;15.0;10.8;8050.6;0.3;19.1;17.1;0.0;0.8;1.1
2019-07-23T06:00:00+00:00;23.07.2019 07:00;36.4;31.4;16.7;11.3;11706.4;0.5;39.7;19.2;0.0;183.0;1.3
2019-07-23T09:00:00+00:00;23.07.2019 10:00;96.4;20.8;18.9;11.4;11736.2;0.4;25.1;26.9;0.0;671.7;0.7
2019-07-23T10:00:00+00:00;23.07.2019 11:00;117.2;10.6;16.4;10.1;10748.9;0.2;12.0;29.4;0.0;793.3;0.6
2019-07-23T11:00:00+00:00;23.07.2019 12:00;128.4;5.9;15.4;9.8;8548.2;0.2;6.5;31.3;0.0;869.0;0.5
2019-07-23T13:00:00+00:00;23.07.2019 14:00;137.5;3.9;12.5;8.8;5077.2;0.2;4.1;33.1;0.0;891.7;0.2
2019-07-23T14:00:00+00:00;23.07.2019 15:00;137.6;4.2;12.4;8.9;5371.2;0.1;4.4;33.8;0.0;826.3;0.2
2019-07-23T15:00:00+00:00;23.07.2019 16:00;138.6;4.2;11.6;8.8;5016.8;0.1;4.3;34.2;0.0;717.0;0.3
2019-07-23T18:00:00+00:00;23.07.2019 19:00;142.6;6.8;13.8;9.7;6314.2;0.3;7.1;33.3;0.0;208.7;0.4
2019-07-23T22:00:00+00:00;23.07.2019 23:00;80.2;23.2;21.8;14.0;11375.2;0.4;23.3;24.6;0.0;0.0;0.8
2019-07-24T02:00:00+00:00;24.07.2019 03:00;76.7;16.1;19.7;14.0;8565.3;0.3;16.4;21.5;0.0;0.0;1.4
2019-07-24T03:00:00+00:00;24.07.2019 04:00;78.1;14.5;18.6;13.6;8621.4;0.3;14.7;21.2;0.0;0.0;1.5
2019-07-24T06:00:00+00:00;24.07.2019 07:00;58.2;35.2;22.8;14.7;17570.5;0.5;40.2;21.7;0.0;179.3;2.3
2019-07-24T07:00:00+00:00;24.07.2019 08:00;64.9;39.8;29.4;14.9;16867.6;0.6;48.2;23.8;0.0;345.8;1.5
2019-07-24T14:00:00+00:00;24.07.2019 15:00;145.6;3.8;16.2;9.3;7181.9;0.1;3.8;36.1;0.0;824.3;0.5
2019-07-24T19:00:00+00:00;24.07.2019 20:00;151.7;10.1;22.9;12.3;6623.4;0.3;10.0;32.6;0.0;34.7;0.7
2019-07-24T20:00:00+00:00;24.07.2019 21:00;111.5;15.0;27.1;16.0;11411.1;0.5;15.1;28.6;0.0;0.7;0.8
2019-07-24T22:00:00+00:00;24.07.2019 23:00;95.8;11.4;33.6;15.8;7760.3;0.4;11.6;24.6;0.0;0.0;0.5
2019-07-24T23:00:00+00:00;25.07.2019 00:00;95.7;10.0;22.5;13.9;7278.6;0.4;10.2;24.1;0.0;0.0;0.5
2019-07-25T04:00:00+00:00;25.07.2019 05:00;79.1;14.3;19.6;13.8;7180.5;0.3;14.4;21.1;0.0;1.2;1.9
2019-07-25T08:00:00+00:00;25.07.2019 09:00;92.6;36.1;33.3;18.3;15881.3;0.6;42.7;26.2;0.0;509.3;1.6
2019-07-25T13:00:00+00:00;25.07.2019 14:00;173.9;4.6;22.8;14.9;4853.2;0.2;4.9;36.6;0.0;860.5;0.6
2019-07-25T18:00:00+00:00;25.07.2019 19:00;172.8;5.3;21.9;14.7;4909.7;0.2;5.3;35.0;0.0;132.7;0.5
2019-07-25T19:00:00+00:00;25.07.2019 20:00;159.5;6.2;25.6;17.7;6306.8;0.3;6.2;32.0;0.0;35.5;0.4
2019-07-25T22:00:00+00:00;25.07.2019 23:00;100.0;18.2;30.4;17.7;9641.2;0.6;18.5;26.2;0.0;0.0;0.9
2019-07-26T01:00:00+00:00;26.07.2019 02:00;96.7;16.1;27.5;17.8;7788.8;0.5;16.3;25.3;0.0;0.0;1.6
2019-07-26T03:00:00+00:00;26.07.2019 04:00;92.8;9.0;26.1;18.8;5209.0;0.3;9.3;23.4;0.0;0.0;0.7
2019-07-26T06:00:00+00:00;26.07.2019 07:00;52.5;48.6;34.3;21.3;15737.2;0.8;53.3;24.6;0.0;139.7;2.5
2019-07-26T16:00:00+00:00;26.07.2019 17:00;154.3;4.2;17.0;11.8;6946.9;0.2;4.2;34.4;0.0;539.2;0.5
2019-07-27T00:00:00+00:00;27.07.2019 01:00;75.4;4.0;6.4;3.8;3297.1;0.1;4.3;19.2;0.0;0.0;0.1
2019-07-27T02:00:00+00:00;27.07.2019 03:00;58.0;3.9;9.7;5.2;5335.5;0.1;4.0;19.0;0.0;0.0;0.1
2019-07-27T07:00:00+00:00;27.07.2019 08:00;68.0;4.8;8.7;4.7;7041.4;0.0;5.4;20.3;0.0;187.2;0.2
2019-07-27T08:00:00+00:00;27.07.2019 09:00;102.0;2.5;6.8;4.2;6275.3;0.1;3.0;21.6;0.0;457.0;0.1
2019-07-27T09:00:00+00:00;27.07.2019 10:00;116.9;1.7;6.8;4.2;3341.8;0.1;2.0;22.6;0.0;561.2;0.0
2019-07-27T13:00:00+00:00;27.07.2019 14:00;108.9;4.3;8.0;5.5;9724.1;0.1;4.6;24.8;0.0;628.0;0.1
2019-07-27T14:00:00+00:00;27.07.2019 15:00;104.9;4.0;8.2;5.8;7162.2;0.1;4.3;23.4;0.3;160.5;0.1
2019-07-27T16:00:00+00:00;27.07.2019 17:00;98.3;3.2;6.5;3.8;2482.7;0.1;3.2;18.2;4.3;22.8;0.0
2019-07-28T00:00:00+00:00;28.07.2019 01:00;59.6;8.5;9.4;5.8;6760.9;0.2;8.5;18.6;0.0;0.0;0.2
2019-07-28T04:00:00+00:00;28.07.2019 05:00;60.0;5.6;6.9;4.7;2279.7;0.1;5.8;17.8;2.7;0.0;0.0
2019-07-28T05:00:00+00:00;28.07.2019 06:00;61.7;4.0;4.7;3.2;2648.4;0.1;4.1;17.7;1.0;2.8;0.0
2019-07-28T07:00:00+00:00;28.07.2019 08:00;45.1;2.3;2.6;1.3;863.0;0.0;2.7;17.1;2.5;53.0;0.0
2019-07-28T11:00:00+00:00;28.07.2019 12:00;39.1;3.0;1.2;0.5;1362.2;0.0;3.8;17.3;0.0;111.5;0.0
2019-07-28T13:00:00+00:00;28.07.2019 14:00;58.8;2.1;1.3;0.5;1031.4;0.0;2.4;16.8;0.5;161.0;0.0
2019-07-28T16:00:00+00:00;28.07.2019 17:00;63.6;2.3;4.7;3.6;1917.3;0.1;2.5;16.6;0.2;50.7;0.0
2019-07-28T19:00:00+00:00;28.07.2019 20:00;60.3;2.6;8.0;5.5;2717.4;0.1;2.7;17.0;0.0;4.8;0.1
2019-07-28T23:00:00+00:00;29.07.2019 00:00;60.1;2.2;8.7;5.5;2004.5;0.1;2.4;16.7;0.0;0.0;0.1
2019-07-29T00:00:00+00:00;29.07.2019 01:00;52.1;2.6;9.3;5.5;2259.3;0.1;2.9;16.0;0.0;0.0;0.1
2019-07-29T01:00:00+00:00;29.07.2019 02:00;34.5;8.3;10.8;6.2;5619.9;0.1;8.6;15.4;0.0;0.0;0.4
2019-07-29T03:00:00+00:00;29.07.2019 04:00;28.9;3.7;12.2;5.9;3007.3;0.1;4.1;15.4;0.0;0.0;0.2
2019-07-29T05:00:00+00:00;29.07.2019 06:00;34.7;5.9;10.4;6.3;3717.0;0.1;6.5;14.8;0.0;28.5;0.4
2019-07-29T09:00:00+00:00;29.07.2019 10:00;70.3;8.9;10.6;6.0;6901.3;0.2;11.8;20.7;0.0;638.0;0.4
2019-07-29T12:00:00+00:00;29.07.2019 13:00;87.0;3.7;8.4;5.1;4290.3;0.1;4.2;22.9;0.0;582.8;0.2
2019-07-29T14:00:00+00:00;29.07.2019 15:00;95.0;4.6;9.3;5.0;6094.0;0.1;5.1;23.6;0.0;488.8;0.2
2019-07-29T18:00:00+00:00;29.07.2019 19:00;100.5;6.5;9.5;5.8;6319.8;0.2;6.6;23.8;0.0;82.3;0.3
2019-07-29T19:00:00+00:00;29.07.2019 20:00;96.1;5.8;9.7;5.9;6972.0;0.2;5.9;23.4;0.0;22.2;0.3
2019-07-29T21:00:00+00:00;29.07.2019 22:00;69.5;5.9;9.4;6.1;6236.4;0.2;6.0;21.1;0.0;0.0;0.2
2019-07-30T03:00:00+00:00;30.07.2019 04:00;45.5;7.1;11.1;7.2;4532.4;0.2;7.2;18.5;0.0;0.0;0.2
2019-07-30T04:00:00+00:00;30.07.2019 05:00;51.5;4.4;11.0;7.0;4013.8;0.1;4.3;18.0;0.0;0.2;0.2
2019-07-30T06:00:00+00:00;30.07.2019 07:00;45.7;7.0;11.0;7.2;5671.4;0.2;8.3;18.1;0.0;158.3;0.2
2019-07-30T07:00:00+00:00;30.07.2019 08:00;58.5;5.8;9.5;6.6;5133.8;0.2;7.4;20.1;0.0;341.0;0.2
2019-07-30T08:00:00+00:00;30.07.2019 09:00;71.2;5.4;8.9;6.0;4701.9;0.1;6.8;22.4;0.0;511.0;0.2
2019-07-30T11:00:00+00:00;30.07.2019 12:00;97.3;1.8;9.0;5.9;4698.7;0.1;2.1;26.1;0.0;812.7;0.3
2019-07-30T12:00:00+00:00;30.07.2019 13:00;103.7;3.2;10.3;6.2;5490.7;0.1;3.6;26.6;0.0;918.8;0.3
2019-07-30T15:00:00+00:00;30.07.2019 16:00;109.5;3.2;11.8;6.7;4212.1;0.2;3.3;26.8;0.0;614.0;0.3
2019-07-30T16:00:00+00:00;30.07.2019 17:00;98.8;3.0;12.4;6.0;6020.2;0.1;3.4;25.1;0.0;294.2;0.3
2019-07-30T22:00:00+00:00;30.07.2019 23:00;54.8;6.6;7.7;5.1;6539.1;0.1;6.6;17.6;0.0;0.0;0.4
2019-07-31T00:00:00+00:00;31.07.2019 01:00;40.2;3.5;9.1;5.1;4720.8;0.1;3.5;17.3;0.0;0.0;0.2
2019-07-31T04:00:00+00:00;31.07.2019 05:00;29.7;10.1;9.4;5.4;5854.1;0.1;10.2;16.7;0.0;0.0;0.7
2019-07-31T05:00:00+00:00;31.07.2019 06:00;22.4;12.1;9.0;5.2;6857.9;0.2;12.6;16.6;0.0;13.2;1.0
2019-07-31T06:00:00+00:00;31.07.2019 07:00;24.2;9.9;9.1;5.0;6161.1;0.2;11.7;17.3;0.0;66.5;0.6
2019-07-31T09:00:00+00:00;31.07.2019 10:00;58.0;3.1;8.8;4.4;5482.1;0.1;3.7;19.0;0.0;292.5;0.3
2019-07-31T10:00:00+00:00;31.07.2019 11:00;61.1;3.0;9.8;4.8;6325.8;0.1;3.6;19.6;0.0;378.5;0.3
2019-07-31T14:00:00+00:00;31.07.2019 15:00;74.7;2.1;9.4;5.0;7348.7;0.1;2.4;21.8;0.0;541.7;0.3
2019-07-31T15:00:00+00:00;31.07.2019 16:00;76.6;2.0;9.8;5.0;6950.4;0.1;2.4;22.4;0.0;567.3;0.3
2019-07-31T23:00:00+00:00;01.08.2019 00:00;60.4;3.5;13.0;9.0;5815.7;0.2;3.4;16.0;0.0;0.0;1.2
2019-08-01T00:00:00+00:00;01.08.2019 01:00;48.8;5.6;17.3;13.1;6881.6;0.3;5.7;15.4;0.0;0.0;1.6
2019-08-01T01:00:00+00:00;01.08.2019 02:00;36.5;11.0;16.6;12.7;7047.2;0.3;11.3;15.1;0.0;0.0;1.1
2019-08-01T04:00:00+00:00;01.08.2019 05:00;45.2;3.3;9.6;6.7;4673.5;0.1;3.4;13.8;0.0;0.0;0.4
2019-08-01T07:00:00+00:00;01.08.2019 08:00;40.2;6.9;13.3;9.4;7283.6;0.2;9.4;16.3;0.0;330.3;1.5
2019-08-01T09:00:00+00:00;01.08.2019 10:00;60.5;10.9;15.2;9.5;10111.0;0.3;14.7;19.8;0.0;637.8;1.4
2019-08-01T15:00:00+00:00;01.08.2019 16:00;113.3;7.6;18.1;10.9;23149.3;0.3;8.8;24.9;0.0;515.7;1.1
2019-08-01T17:00:00+00:00;01.08.2019 18:00;108.6;6.3;13.6;7.3;15246.3;0.2;7.0;25.3;0.0;329.7;0.7
2019-08-01T21:00:00+00:00;01.08.2019 22:00;85.6;11.3;26.7;20.9;14509.0;0.4;11.4;21.0;0.0;0.0;6.5
2019-08-02T02:00:00+00:00;02.08.2019 03:00;48.3;8.5;15.2;9.6;7342.3;0.3;8.8;16.9;0.0;0.0;0.8
2019-08-02T06:00:00+00:00;02.08.2019 07:00;44.2;11.4;12.0;6.6;6559.8;0.3;12.0;16.9;0.0;37.3;0.6
2019-08-02T10:00:00+00:00;02.08.2019 11:00;74.2;6.7;12.0;7.5;6712.9;0.2;8.1;20.5;0.0;571.3;0.7
2019-08-02T11:00:00+00:00;02.08.2019 12:00;94.9;5.4;11.7;6.8;7000.0;0.2;6.1;22.1;0.0;759.8;0.6
2019-08-02T22:00:00+00:00;02.08.2019 23:00;52.7;20.6;9.8;6.6;9455.6;0.3;20.7;18.4;0.0;0.0;0.5
2019-08-03T00:00:00+00:00;03.08.2019 01:00;40.5;18.9;10.9;7.5;9196.6;0.3;19.2;17.9;0.0;0.0;0.7
2019-08-03T06:00:00+00:00;03.08.2019 07:00;38.0;9.1;11.9;7.5;6664.9;0.3;11.1;17.3;0.0;146.8;0.8
2019-08-03T07:00:00+00:00;03.08.2019 08:00;59.4;6.4;14.0;7.4;4935.7;0.2;7.4;19.0;0.0;318.2;0.6
2019-08-03T09:00:00+00:00;03.08.2019 10:00;89.2;3.9;14.0;8.2;4050.0;0.2;4.4;21.6;0.0;656.2;0.4
2019-08-03T10:00:00+00:00;03.08.2019 11:00;99.7;3.6;13.1;7.3;5517.2;0.2;4.0;23.1;0.0;791.3;0.4
2019-08-03T12:00:00+00:00;03.08.2019 13:00;103.7;2.5;8.5;4.8;4520.4;0.1;2.7;24.2;0.0;861.0;0.4
2019-08-03T16:00:00+00:00;03.08.2019 17:00;111.1;4.4;9.3;5.7;5527.0;0.2;4.5;24.8;0.0;364.8;0.3
2019-08-03T19:00:00+00:00;03.08.2019 20:00;100.2;8.4;8.6;5.1;6987.5;0.2;8.4;22.8;0.0;22.5;0.4
2019-08-03T21:00:00+00:00;03.08.2019 22:00;66.0;10.1;14.5;8.7;11367.7;0.4;10.4;18.4;0.0;0.0;0.5
2019-08-03T23:00:00+00:00;04.08.2019 00:00;67.9;9.4;11.6;7.7;8425.5;0.3;9.6;17.4;0.0;0.0;0.5
2019-08-04T02:00:00+00:00;04.08.2019 03:00;56.6;6.2;10.1;7.3;5340.3;0.2;6.3;14.8;0.0;0.0;0.3
2019-08-04T06:00:00+00:00;04.08.2019 07:00;37.6;6.4;11.5;8.3;5241.5;0.2;7.6;15.1;0.0;144.7;0.7
2019-08-04T09:00:00+00:00;04.08.2019 10:00;93.9;6.7;12.3;9.0;6983.7;0.2;7.7;22.3;0.0;648.5;0.7
2019-08-04T16:00:00+00:00;04.08.2019 17:00;133.4;4.4;8.5;5.2;11960.4;0.1;4.7;28.5;0.0;537.7;0.4
2019-08-05T00:00:00+00:00;05.08.2019 01:00;68.1;14.0;11.6;7.3;9615.4;0.3;14.3;20.3;0.0;0.0;3.4
2019-08-05T01:00:00+00:00;05.08.2019 02:00;65.2;12.2;11.6;7.0;9078.3;0.3;12.3;19.7;0.0;0.0;3.2
2019-08-05T02:00:00+00:00;05.08.2019 03:00;63.0;11.9;11.4;7.2;8506.2;0.2;12.0;19.4;0.0;0.0;2.3
2019-08-05T04:00:00+00:00;05.08.2019 05:00;57.1;14.1;10.3;7.7;7837.2;0.2;14.2;18.6;0.0;0.0;2.3
2019-08-05T05:00:00+00:00;05.08.2019 06:00;50.2;21.9;13.4;8.7;13421.6;0.3;22.4;18.7;0.0;22.0;4.1
2019-08-05T07:00:00+00:00;05.08.2019 08:00;37.1;39.4;22.6;10.5;15963.1;0.5;48.5;20.0;0.0;174.5;2.8
2019-08-05T10:00:00+00:00;05.08.2019 11:00;99.7;7.7;15.0;7.5;6032.3;0.2;9.1;26.6;0.0;696.3;0.7
2019-08-05T11:00:00+00:00;05.08.2019 12:00;115.1;3.1;9.1;5.7;6473.5;0.2;3.4;28.0;0.0;724.5;0.8
2019-08-05T14:00:00+00:00;05.08.2019 15:00;121.8;4.7;13.4;7.7;5272.5;0.2;5.3;29.5;0.0;804.5;0.6
2019-08-05T15:00:00+00:00;05.08.2019 16:00;121.3;4.0;14.5;8.1;4318.5;0.2;4.2;29.7;0.0;616.7;0.5
2019-08-05T17:00:00+00:00;05.08.2019 18:00;124.3;3.5;14.1;8.2;4400.3;0.2;3.6;29.2;0.0;357.8;0.5
2019-08-05T19:00:00+00:00;05.08.2019 20:00;110.4;4.3;16.2;8.6;4307.8;0.2;4.3;27.0;0.0;16.5;0.5
2019-08-05T23:00:00+00:00;06.08.2019 00:00;69.8;8.1;16.5;10.6;5777.1;0.3;8.2;21.7;0.6;0.0;0.5
2019-08-06T01:00:00+00:00;06.08.2019 02:00;73.3;2.9;14.6;10.3;2377.0;;3.1;19.6;4.6;0.0;0.3
2019-08-06T06:00:00+00:00;06.08.2019 07:00;50.3;22.9;14.7;10.6;12275.1;;24.4;19.2;0.0;57.8;0.8
2019-08-06T09:00:00+00:00;06.08.2019 10:00;53.2;20.7;15.0;10.2;13603.0;;25.7;22.0;0.0;290.7;0.8
2019-08-06T11:00:00+00:00;06.08.2019 12:00;72.7;13.4;14.1;10.4;13512.8;;15.7;23.4;0.0;394.0;0.8
2019-08-06T12:00:00+00:00;06.08.2019 13:00;78.6;14.2;14.7;10.8;19889.1;;17.9;24.7;0.0;695.7;1.1
2019-08-06T18:00:00+00:00;06.08.2019 19:00;73.4;10.6;13.4;10.2;7276.9;;11.4;22.8;0.1;95.0;0.4
2019-08-06T23:00:00+00:00;07.08.2019 00:00;58.9;11.1;12.4;8.5;9668.3;;11.3;20.5;0.0;0.0;0.3
2019-08-07T00:00:00+00:00;07.08.2019 01:00;51.1;12.7;13.8;9.3;13704.0;;13.2;20.7;0.0;0.0;0.4
2019-08-07T03:00:00+00:00;07.08.2019 04:00;44.7;12.0;15.9;10.3;6571.1;;12.2;19.3;0.0;0.0;1.6
2019-08-07T06:00:00+00:00;07.08.2019 07:00;25.4;28.9;17.4;11.5;13778.7;0.4;36.4;19.1;0.0;153.8;1.5
2019-08-07T08:00:00+00:00;07.08.2019 09:00;58.0;17.4;13.3;8.5;6711.1;0.3;19.6;18.1;0.0;71.0;0.5
2019-08-07T19:00:00+00:00;07.08.2019 20:00;49.8;3.8;5.6;2.8;7689.1;0.1;3.9;19.0;0.5;3.0;0.2
2019-08-07T20:00:00+00:00;07.08.2019 21:00;40.1;5.0;6.7;3.1;5120.0;0.1;5.2;18.6;3.1;0.0;0.1
2019-08-07T21:00:00+00:00;07.08.2019 22:00;40.8;3.5;7.0;3.1;3355.7;0.1;3.7;18.1;0.3;0.0;0.1
2019-08-08T01:00:00+00:00;08.08.2019 02:00;29.6;4.1;7.7;3.2;3264.8;0.1;4.4;16.4;0.0;0.0;0.2
2019-08-08T14:00:00+00:00;08.08.2019 15:00;96.5;5.1;6.2;3.9;10745.1;0.1;5.7;26.3;0.0;782.3;0.3
2019-08-08T18:00:00+00:00;08.08.2019 19:00;85.5;6.8;5.9;3.7;10134.6;0.1;7.2;26.2;0.0;164.5;0.3
2019-08-08T21:00:00+00:00;08.08.2019 22:00;58.4;16.7;8.9;5.6;13409.9;0.3;16.9;20.4;0.0;0.0;0.7
2019-08-09T00:00:00+00:00;09.08.2019 01:00;38.6;17.8;10.2;6.2;10776.7;0.3;18.1;18.8;0.0;0.0;1.0
2019-08-09T01:00:00+00:00;09.08.2019 02:00;38.6;13.2;10.1;6.1;10274.3;0.2;13.5;18.2;0.0;0.0;1.5
2019-08-09T02:00:00+00:00;09.08.2019 03:00;38.1;11.4;10.3;6.4;11109.0;0.2;11.7;17.5;0.0;0.0;2.5
2019-08-09T03:00:00+00:00;09.08.2019 04:00;33.8;13.5;10.8;6.6;10121.7;0.2;13.7;17.2;0.0;0.0;2.5
2019-08-09T04:00:00+00:00;09.08.2019 05:00;30.5;16.4;10.5;6.5;11897.1;0.2;16.5;17.0;0.0;0.0;3.3
2019-08-09T06:00:00+00:00;09.08.2019 07:00;25.3;28.5;14.0;7.6;16638.3;0.4;36.6;18.4;0.0;161.0;4.6
2019-08-09T13:00:00+00:00;09.08.2019 14:00;84.7;2.2;5.9;3.7;6008.4;0.2;2.5;32.6;0.0;815.3;0.5
2019-08-09T15:00:00+00:00;09.08.2019 16:00;84.7;3.4;7.2;4.2;9464.8;0.1;4.1;33.8;0.0;592.8;0.5
2019-08-09T17:00:00+00:00;09.08.2019 18:00;71.3;3.1;5.9;3.2;6549.8;0.1;3.3;30.1;0.0;106.5;0.3
2019-08-09T19:00:00+00:00;09.08.2019 20:00;83.1;4.7;14.0;6.8;6720.3;0.2;4.9;27.7;0.0;13.2;0.4
2019-08-09T23:00:00+00:00;10.08.2019 00:00;65.0;5.3;10.3;6.8;5006.9;0.2;5.6;22.7;0.0;0.0;0.2
2019-08-10T03:00:00+00:00;10.08.2019 04:00;54.9;2.0;8.9;5.5;2858.3;0.1;2.3;20.8;5.5;0.0;0.1
2019-08-10T04:00:00+00:00;10.08.2019 05:00;69.2;1.3;6.5;3.3;1899.1;0.0;1.2;17.9;0.7;0.0;0.1
2019-08-10T11:00:00+00:00;10.08.2019 12:00;72.2;1.0;5.6;3.5;4183.9;0.0;1.3;22.5;0.0;777.0;0.1
2019-08-10T12:00:00+00:00;10.08.2019 13:00;72.2;0.4;6.2;3.6;6440.5;0.0;0.7;24.0;0.0;886.3;0.1
2019-08-10T13:00:00+00:00;10.08.2019 14:00;77.2;1.1;5.7;3.5;7672.0;0.0;1.5;25.2;0.0;860.8;0.1
2019-08-10T14:00:00+00:00;10.08.2019 15:00;82.8;1.3;5.8;3.4;8718.8;0.0;1.5;25.9;0.0;785.8;0.1
2019-08-10T22:00:00+00:00;10.08.2019 23:00;58.6;4.8;10.2;6.5;9739.7;0.3;5.0;19.3;0.0;0.0;0.2
2019-08-10T23:00:00+00:00;11.08.2019 00:00;53.6;5.3;8.9;6.2;7944.6;0.3;5.5;18.2;0.0;0.0;0.1
2019-08-11T09:00:00+00:00;11.08.2019 10:00;69.5;4.8;10.6;6.2;13048.9;0.1;6.3;22.2;0.0;592.3;0.8
2019-08-11T10:00:00+00:00;11.08.2019 11:00;81.2;3.7;9.0;5.8;7361.4;;4.5;23.7;0.0;738.7;0.4
2019-08-11T14:00:00+00:00;11.08.2019 15:00;102.8;4.7;10.7;7.1;8159.6;0.2;5.1;26.1;0.0;615.2;0.4
2019-08-11T18:00:00+00:00;11.08.2019 19:00;60.7;2.7;2.6;1.6;4062.9;0.0;2.7;16.4;0.8;51.7;0.1
2019-08-11T21:00:00+00:00;11.08.2019 22:00;55.5;2.5;3.7;1.7;2040.6;0.1;2.5;15.7;0.0;0.0;0.1
2019-08-11T23:00:00+00:00;12.08.2019 00:00;48.8;5.6;4.2;1.9;9249.9;0.1;5.5;15.5;0.0;0.0;0.1
2019-08-12T00:00:00+00:00;12.08.2019 01:00;52.7;2.5;4.2;1.9;5206.3;0.0;2.4;15.1;0.1;0.0;0.0
2019-08-12T04:00:00+00:00;12.08.2019 05:00;40.1;1.8;3.8;1.4;1109.9;0.0;1.9;14.3;0.0;0.0;0.0
2019-08-12T10:00:00+00:00;12.08.2019 11:00;50.7;8.1;5.4;2.5;9246.6;0.1;10.3;16.3;0.0;253.3;0.1
2019-06-11T02:00:00+00:00;11.06.2019 03:00;61.0;4.8;4.0;2.1;2464.2;0.1;4.7;12.5;0.0;0.0;0.2
2019-06-11T04:00:00+00:00;11.06.2019 05:00;58.1;3.3;4.5;2.3;1780.9;0.1;3.2;12.0;0.0;1.0;0.3
2019-06-11T06:00:00+00:00;11.06.2019 07:00;56.0;7.8;4.5;2.2;4213.8;0.1;8.5;12.5;0.0;136.0;0.4
2019-06-11T18:00:00+00:00;11.06.2019 19:00;77.1;10.2;6.8;4.9;11111.1;0.2;11.0;16.1;0.0;149.3;0.4
2019-06-11T19:00:00+00:00;11.06.2019 20:00;71.6;14.2;8.2;5.2;8232.2;0.2;14.6;15.5;0.0;62.0;0.4
2019-06-11T20:00:00+00:00;11.06.2019 21:00;51.3;28.5;11.7;8.4;11821.3;0.3;28.6;14.4;0.0;4.7;0.8
2019-06-11T21:00:00+00:00;11.06.2019 22:00;30.3;22.0;14.5;9.0;14362.7;0.3;22.1;13.2;0.0;0.0;0.7
2019-06-11T22:00:00+00:00;11.06.2019 23:00;35.5;13.6;15.9;8.9;9257.3;0.3;13.5;12.7;0.0;0.0;0.5
2019-06-11T23:00:00+00:00;12.06.2019 00:00;38.2;8.9;13.4;8.0;6337.6;0.2;8.8;13.3;0.0;0.0;0.4
2019-06-12T00:00:00+00:00;12.06.2019 01:00;33.1;9.0;14.8;8.0;6596.4;0.3;9.0;13.4;0.0;0.0;0.4
2019-06-12T04:00:00+00:00;12.06.2019 05:00;72.7;3.0;4.1;2.0;2086.9;0.1;3.0;13.1;0.0;0.7;0.3
2019-06-12T05:00:00+00:00;12.06.2019 06:00;71.4;4.0;4.2;2.0;2782.2;0.1;3.7;12.7;0.2;3.0;0.3
2019-06-12T06:00:00+00:00;12.06.2019 07:00;78.1;3.7;3.1;1.4;2212.9;0.1;3.5;11.9;0.3;17.3;0.3
2019-06-12T08:00:00+00:00;12.06.2019 09:00;73.8;3.0;1.7;0.5;1934.3;0.0;3.3;12.9;0.0;337.0;0.3
2019-06-12T09:00:00+00:00;12.06.2019 10:00;76.4;1.7;1.8;0.4;3643.6;0.0;1.8;14.4;0.0;763.0;0.3
2019-06-12T10:00:00+00:00;12.06.2019 11:00;77.2;2.0;2.3;0.6;13556.7;0.0;2.5;16.1;0.0;903.2;0.3
2019-06-13T03:00:00+00:00;13.06.2019 04:00;36.1;2.6;7.1;2.5;4731.3;0.1;2.5;13.5;0.0;0.0;0.3
2019-06-13T05:00:00+00:00;13.06.2019 06:00;20.7;21.7;9.2;3.5;10067.1;0.3;26.7;13.4;0.0;72.0;2.1
2019-06-13T06:00:00+00:00;13.06.2019 07:00;20.5;29.9;10.7;5.1;21130.4;0.4;47.0;14.4;0.0;218.5;4.6
2019-06-13T07:00:00+00:00;13.06.2019 08:00;32.7;26.8;10.9;4.6;25071.3;0.3;43.8;16.1;0.0;428.5;3.5
2019-06-13T09:00:00+00:00;13.06.2019 10:00;73.7;11.4;7.8;3.0;15990.4;0.2;14.8;18.5;0.0;739.5;0.7
2019-06-13T11:00:00+00:00;13.06.2019 12:00;83.4;10.0;8.2;3.4;11881.3;0.2;11.9;20.6;0.0;597.3;0.6
2019-06-13T13:00:00+00:00;13.06.2019 14:00;103.9;5.7;9.8;4.3;14690.2;0.1;6.3;22.4;0.0;937.0;0.6
2019-06-13T16:00:00+00:00;13.06.2019 17:00;109.0;6.1;7.3;3.4;14071.7;0.1;6.5;23.4;0.0;589.2;0.5
2019-06-13T22:00:00+00:00;13.06.2019 23:00;76.9;19.0;8.3;4.4;12505.4;0.3;18.9;17.6;0.0;0.0;0.9
