Datum/Zeit;timestamp_text;O3 [µg/m³];NO2 [µg/m³];PM10 [µg/m³];PM2.5 [µg/m³];CPC [1/cm³];EC [µg/m³];NOX [µg/m³];TEMP [°C];PREC [mm];RAD [W/m²];SO2 [µg/m³]
2018-09-29T17:00:00+00:00;29.09.2018 18:00;81.9;9.8;17.9;10.6;6811.4;0.3;10.3;17.6;0.0;68.5;1.1
2018-09-29T19:00:00+00:00;29.09.2018 20:00;49.8;25.6;17.9;6.4;20718.6;0.5;25.8;14.0;0.0;0.0;1.1
2018-09-29T21:00:00+00:00;29.09.2018 22:00;48.7;18.4;21.2;10.2;22215.8;0.7;19.1;10.6;0.0;0.0;0.9
2018-09-30T00:00:00+00:00;30.09.2018 01:00;36.1;11.6;13.0;5.4;8488.1;0.4;12.0;7.2;0.0;0.0;0.4
2018-09-30T02:00:00+00:00;30.09.2018 03:00;31.1;10.9;10.1;4.6;6671.1;0.3;11.2;6.6;0.0;0.0;0.4
2018-09-30T03:00:00+00:00;30.09.2018 04:00;30.5;11.6;10.0;4.8;6797.0;0.3;12.0;6.5;0.0;0.0;0.3
2018-09-30T04:00:00+00:00;30.09.2018 05:00;23.7;16.0;11.8;7.0;8499.0;0.5;16.7;6.8;0.0;0.0;1.2
2018-09-30T05:00:00+00:00;30.09.2018 06:00;20.0;16.3;12.6;8.2;8624.0;0.4;17.0;6.7;0.0;0.0;1.2
2018-09-30T07:00:00+00:00;30.09.2018 08:00;28.1;16.7;16.6;11.9;9743.3;0.4;20.2;9.3;0.0;77.8;3.1
2018-09-30T08:00:00+00:00;30.09.2018 09:00;31.7;14.6;16.8;12.2;10739.9;0.4;21.1;11.0;0.0;255.8;3.4
2018-09-30T09:00:00+00:00;30.09.2018 10:00;35.7;14.2;18.1;13.6;12800.5;0.4;22.1;13.8;0.0;505.0;3.4
2018-09-30T11:00:00+00:00;30.09.2018 12:00;56.1;12.7;18.9;13.6;11826.6;0.4;16.9;18.0;0.0;478.2;1.7
2018-09-30T13:00:00+00:00;30.09.2018 14:00;106.9;7.7;14.8;10.0;5408.1;0.3;8.7;21.4;0.0;585.3;0.7
2018-09-30T17:00:00+00:00;30.09.2018 18:00;116.3;6.9;14.4;8.9;5101.0;0.4;7.2;21.4;0.0;24.0;0.7
2018-09-30T18:00:00+00:00;30.09.2018 19:00;111.2;8.5;15.0;9.3;6575.6;0.5;8.7;20.2;0.0;1.2;0.9
2018-09-30T20:00:00+00:00;30.09.2018 21:00;110.4;4.5;13.2;9.1;3552.0;0.4;4.7;18.8;0.0;0.0;0.8
2018-10-01T01:00:00+00:00;01.10.2018 02:00;72.9;3.9;10.5;7.0;3167.9;0.2;4.3;13.2;0.2;0.0;0.3
2019-07-22T20:00:00+00:00;22.07.2019 21:00;92.1;14.5;16.3;8.4;11819.0;0.3;14.6;25.7;0.0;1.7;0.8
2018-10-01T02:00:00+00:00;01.10.2018 03:00;67.0;4.1;9.5;6.2;3490.9;0.2;4.6;12.9;0.0;0.0;0.3
2019-07-22T22:00:00+00:00;22.07.2019 23:00;64.0;12.0;18.4;8.9;8303.1;0.3;12.4;20.8;0.0;0.0;0.5
2018-10-01T04:00:00+00:00;01.10.2018 05:00;70.1;4.5;8.8;5.0;4247.8;0.2;4.9;12.1;0.0;0.0;0.6
2019-07-23T02:00:00+00:00;23.07.2019 03:00;55.6;11.4;13.0;8.8;6898.1;0.3;11.7;17.7;0.0;0.0;0.4
2018-10-01T05:00:00+00:00;01.10.2018 06:00;63.8;6.3;9.8;5.6;4479.1;0.2;6.6;10.8;0.0;0.0;0.8
2019-07-23T05:00:00+00:00;23.07.2019 06:00;41.2;18.1;14.3;10.3;7969.7;0.4;19.4;17.4;0.0;44.3;0.8
2018-10-01T13:00:00+00:00;01.10.2018 14:00;49.5;8.6;18.7;14.8;5273.1;0.4;10.1;10.4;0.0;181.7;0.5
2019-07-23T07:00:00+00:00;23.07.2019 08:00;44.0;34.3;21.1;12.7;15115.1;0.6;46.8;21.2;0.0;354.2;1.4
2018-10-01T19:00:00+00:00;01.10.2018 20:00;46.4;8.6;7.8;6.6;4594.9;0.3;8.9;8.1;0.0;0.0;0.2
2019-07-23T08:00:00+00:00;23.07.2019 09:00;65.3;36.2;22.7;13.1;15193.4;0.6;47.0;23.5;0.0;519.8;1.2
2018-10-01T20:00:00+00:00;01.10.2018 21:00;44.7;6.0;7.3;6.2;3313.3;0.3;6.2;8.6;0.0;0.0;0.1
2019-07-23T16:00:00+00:00;23.07.2019 17:00;145.2;4.6;14.6;9.5;5670.7;0.1;4.8;34.4;0.0;564.2;0.3
2018-10-02T03:00:00+00:00;02.10.2018 04:00;32.9;8.5;6.2;3.9;5597.8;0.1;9.1;7.6;0.0;0.0;0.3
2019-07-23T17:00:00+00:00;23.07.2019 18:00;144.9;5.4;14.2;9.4;5544.1;0.2;5.6;34.0;0.0;388.2;0.3
2018-10-02T08:00:00+00:00;02.10.2018 09:00;40.0;8.7;10.5;6.6;5420.6;0.2;11.6;8.7;0.0;234.8;0.5
2019-07-23T21:00:00+00:00;23.07.2019 22:00;98.4;20.3;22.0;13.1;11086.4;0.4;20.5;26.0;0.0;0.0;0.9
2018-10-02T09:00:00+00:00;02.10.2018 10:00;50.6;8.5;22.8;18.6;7623.7;0.4;11.3;9.7;0.0;289.2;0.6
2019-07-23T23:00:00+00:00;24.07.2019 00:00;82.5;20.0;23.7;14.1;10085.1;0.4;20.1;24.3;0.0;0.0;1.3
2018-10-02T12:00:00+00:00;02.10.2018 13:00;70.8;3.1;7.9;4.8;4182.6;0.1;3.9;12.7;0.0;468.8;0.1
2019-07-24T01:00:00+00:00;24.07.2019 02:00;71.8;16.0;21.0;14.0;8437.3;0.4;16.2;21.0;0.0;0.0;1.2
2018-10-02T18:00:00+00:00;02.10.2018 19:00;65.5;8.2;7.5;3.6;7033.6;0.2;8.3;11.7;0.0;0.3;0.3
2019-07-24T05:00:00+00:00;24.07.2019 06:00;69.9;20.7;18.9;13.5;11082.2;0.4;21.6;20.5;0.0;41.0;1.4
2018-10-02T20:00:00+00:00;02.10.2018 21:00;61.5;8.3;8.8;5.0;7305.3;0.2;8.2;11.5;0.0;0.0;0.3
2019-07-24T08:00:00+00:00;24.07.2019 09:00;88.6;33.4;31.8;15.6;17663.3;0.6;39.8;26.8;0.0;512.7;1.8
2018-10-02T22:00:00+00:00;02.10.2018 23:00;63.6;4.9;9.4;4.5;4616.2;0.2;4.9;11.6;0.0;0.0;0.2
2019-07-24T11:00:00+00:00;24.07.2019 12:00;140.3;4.1;24.6;14.5;7514.3;0.3;4.4;33.2;0.0;865.3;1.0
2018-10-03T00:00:00+00:00;03.10.2018 01:00;65.4;3.5;9.4;4.4;3216.9;0.1;3.4;11.7;0.0;0.0;0.2
2019-07-24T15:00:00+00:00;24.07.2019 16:00;160.7;5.1;17.3;9.2;7849.3;0.2;5.2;36.6;0.0;705.5;0.5
2018-10-03T01:00:00+00:00;03.10.2018 02:00;62.2;3.6;9.7;4.6;3086.7;0.1;3.6;11.2;0.0;0.0;0.2
2019-07-24T21:00:00+00:00;24.07.2019 22:00;85.8;21.2;34.0;16.8;12599.2;0.6;21.8;26.1;0.0;0.0;0.8
2018-10-03T04:00:00+00:00;03.10.2018 05:00;32.1;22.5;10.2;5.6;9865.7;0.3;22.7;10.8;0.0;0.0;3.5
2019-07-25T01:00:00+00:00;25.07.2019 02:00;81.9;15.7;22.6;14.3;7484.6;0.4;16.0;23.4;0.0;0.0;1.5
2018-10-03T05:00:00+00:00;03.10.2018 06:00;39.9;18.3;10.2;5.9;8269.7;0.4;18.5;10.6;0.0;0.0;2.7
2019-07-25T05:00:00+00:00;25.07.2019 06:00;67.1;28.4;20.6;14.5;10869.2;0.4;29.3;21.4;0.0;47.7;2.6
2018-10-03T06:00:00+00:00;03.10.2018 07:00;25.8;32.8;10.2;5.6;11417.8;0.4;34.6;10.4;0.0;3.8;1.5
2019-07-25T07:00:00+00:00;25.07.2019 08:00;75.5;38.3;29.5;16.8;18535.2;0.6;44.2;23.6;0.0;272.0;1.8
2018-10-03T08:00:00+00:00;03.10.2018 09:00;19.5;39.9;15.4;7.4;15457.3;0.5;48.6;10.5;0.0;70.0;2.4
2019-07-25T09:00:00+00:00;25.07.2019 10:00;133.5;22.6;33.3;19.0;11773.3;0.5;25.2;29.6;0.0;667.8;1.2
2018-10-03T09:00:00+00:00;03.10.2018 10:00;;;12.0;6.7;11887.0;0.4;;10.6;0.0;95.5;
2019-07-25T11:00:00+00:00;25.07.2019 12:00;179.4;9.6;33.8;20.4;8520.2;0.4;10.1;33.5;0.0;851.3;1.0
2018-10-03T10:00:00+00:00;03.10.2018 11:00;;24.9;14.2;7.4;13286.6;0.4;33.2;11.3;0.0;135.3;
2019-07-25T14:00:00+00:00;25.07.2019 15:00;170.3;5.1;21.3;14.0;5315.4;0.2;5.4;36.9;0.0;808.8;0.5
2018-10-03T12:00:00+00:00;03.10.2018 13:00;37.2;16.1;9.4;6.0;7130.9;0.4;22.3;12.9;0.0;294.7;0.6
2019-07-25T17:00:00+00:00;25.07.2019 18:00;174.1;5.4;22.4;14.0;4811.7;0.2;5.5;36.5;0.0;401.8;0.4
2018-10-03T13:00:00+00:00;03.10.2018 14:00;44.4;9.2;6.8;4.5;4571.8;0.3;11.5;14.2;0.0;266.2;0.4
2019-07-25T20:00:00+00:00;25.07.2019 21:00;134.6;16.6;25.9;17.3;9690.0;0.4;16.7;30.2;0.0;0.7;0.7
2018-10-03T14:00:00+00:00;03.10.2018 15:00;46.7;8.1;7.0;4.3;4747.2;0.2;10.5;15.3;0.0;345.7;0.4
2019-07-25T21:00:00+00:00;25.07.2019 22:00;114.1;22.4;25.7;16.4;10536.3;0.5;22.5;28.4;0.0;0.0;1.1
2018-10-03T18:00:00+00:00;03.10.2018 19:00;28.0;35.5;10.3;4.2;11425.7;0.6;35.9;13.0;0.0;1.2;0.6
2019-07-26T00:00:00+00:00;26.07.2019 01:00;98.6;10.9;26.2;17.1;6470.3;0.4;11.1;25.0;0.0;0.0;0.6
2018-10-03T21:00:00+00:00;03.10.2018 22:00;17.3;16.0;8.0;5.7;8221.9;0.6;16.8;10.1;0.0;0.0;0.4
2019-07-26T02:00:00+00:00;26.07.2019 03:00;97.1;15.1;26.7;19.1;7087.8;0.4;15.4;24.9;0.0;0.0;1.9
2018-10-04T01:00:00+00:00;04.10.2018 02:00;8.5;19.7;8.6;6.0;8262.9;0.6;20.9;8.6;0.0;0.0;0.4
2019-07-26T04:00:00+00:00;26.07.2019 05:00;85.7;11.9;24.8;17.7;6236.6;0.3;12.2;23.1;0.0;0.7;0.9
2018-10-04T07:00:00+00:00;04.10.2018 08:00;3.0;25.7;12.2;11.4;6320.8;0.6;72.4;7.9;0.0;32.8;0.8
2019-07-26T10:00:00+00:00;26.07.2019 11:00;107.1;6.0;21.5;12.7;5389.2;0.3;6.7;29.1;0.0;637.7;0.6
2018-10-04T11:00:00+00:00;04.10.2018 12:00;22.7;25.6;30.7;15.4;16257.9;0.8;58.4;14.2;0.0;608.0;0.7
2019-07-26T11:00:00+00:00;26.07.2019 12:00;115.7;3.1;18.6;11.8;3892.7;0.2;3.5;30.6;0.0;875.0;0.6
2018-10-04T12:00:00+00:00;04.10.2018 13:00;31.4;21.8;25.5;12.9;14819.5;0.6;40.3;15.7;0.0;626.2;0.6
2019-07-26T13:00:00+00:00;26.07.2019 14:00;135.5;4.5;16.1;10.7;9735.0;0.2;4.8;32.8;0.0;848.3;0.4
2018-10-04T17:00:00+00:00;04.10.2018 18:00;55.0;19.3;11.2;6.9;7198.1;0.4;20.2;17.1;0.0;52.3;0.3
2019-07-26T15:00:00+00:00;26.07.2019 16:00;147.8;4.5;19.1;12.0;9686.5;0.2;4.8;33.9;0.0;679.8;0.5
2018-10-04T18:00:00+00:00;04.10.2018 19:00;34.4;29.4;12.5;8.1;10096.2;0.6;29.9;14.5;0.0;0.3;0.4
2019-07-26T17:00:00+00:00;26.07.2019 18:00;163.3;6.6;17.6;11.9;7618.3;0.2;6.7;34.2;0.0;383.0;0.5
2018-10-04T19:00:00+00:00;04.10.2018 20:00;20.7;31.3;14.7;9.6;12158.5;1.0;32.1;12.1;0.0;0.0;0.6
2019-07-26T19:00:00+00:00;26.07.2019 20:00;146.5;7.8;28.9;15.1;6242.9;0.3;7.8;27.2;15.3;5.3;0.4
2018-10-04T21:00:00+00:00;04.10.2018 22:00;13.7;32.6;13.7;9.7;11122.5;1.0;33.7;10.0;0.0;0.0;0.7
2019-07-26T21:00:00+00:00;26.07.2019 22:00;102.0;4.8;7.4;4.5;3503.2;0.1;4.8;20.4;1.4;0.0;0.2
2018-10-05T02:00:00+00:00;05.10.2018 03:00;20.7;25.8;13.1;9.7;9732.1;0.5;26.0;9.4;0.0;0.0;3.6
2019-07-26T23:00:00+00:00;27.07.2019 00:00;78.6;4.5;8.0;4.8;6450.8;0.1;4.8;19.5;0.0;0.0;0.1
2018-10-05T08:00:00+00:00;05.10.2018 09:00;19.1;29.4;21.7;13.8;12433.7;0.7;54.3;11.9;0.0;223.8;2.8
2019-07-27T01:00:00+00:00;27.07.2019 02:00;63.6;3.9;8.1;4.6;5282.7;0.1;4.2;19.0;0.0;0.0;0.1
2018-10-05T12:00:00+00:00;05.10.2018 13:00;50.4;18.5;16.7;10.8;10798.5;0.4;27.0;20.8;0.0;616.2;1.4
2019-07-27T03:00:00+00:00;27.07.2019 04:00;60.5;5.6;8.2;4.8;5922.5;0.1;5.7;19.1;0.0;0.0;0.1
2018-10-05T16:00:00+00:00;05.10.2018 17:00;94.2;15.7;14.5;5.5;8378.9;0.4;16.8;23.2;0.0;202.7;0.5
2019-07-27T04:00:00+00:00;27.07.2019 05:00;57.8;10.3;10.4;6.4;9642.6;0.1;10.6;19.1;0.0;0.0;0.2
2018-10-05T17:00:00+00:00;05.10.2018 18:00;85.2;20.4;19.0;6.2;8130.3;0.5;21.0;20.8;0.0;45.7;0.7
2019-07-27T06:00:00+00:00;27.07.2019 07:00;44.5;5.9;8.9;4.5;3849.9;0.1;6.7;19.2;0.0;53.5;0.1
2018-10-05T18:00:00+00:00;05.10.2018 19:00;64.8;24.4;33.2;8.7;11388.8;0.6;24.7;17.6;0.0;0.3;0.8
2019-07-27T10:00:00+00:00;27.07.2019 11:00;116.5;2.5;6.8;4.2;6117.3;0.1;2.5;23.2;0.0;565.7;0.1
2018-10-05T19:00:00+00:00;05.10.2018 20:00;50.0;33.7;14.5;8.3;14359.7;0.8;34.2;15.8;0.0;0.0;1.3
2019-07-27T11:00:00+00:00;27.07.2019 12:00;116.1;2.8;7.0;4.4;9671.2;0.1;3.1;24.2;0.0;776.0;0.1
2018-10-06T02:00:00+00:00;06.10.2018 03:00;25.3;20.0;16.0;11.4;8430.9;0.6;20.4;12.5;0.0;0.0;1.9
2019-07-27T12:00:00+00:00;27.07.2019 13:00;113.6;3.3;7.9;4.9;14689.5;0.1;3.8;24.7;0.0;739.3;0.2
2018-10-06T08:00:00+00:00;06.10.2018 09:00;14.0;23.8;18.2;14.6;10245.4;0.7;36.0;12.6;0.0;111.8;2.4
2019-07-27T15:00:00+00:00;27.07.2019 16:00;105.4;3.3;8.5;5.5;5046.9;0.1;3.6;21.6;3.3;253.5;0.0
2018-10-06T14:00:00+00:00;06.10.2018 15:00;86.3;11.6;12.2;7.0;13121.0;0.4;12.9;22.7;0.0;240.2;1.3
2019-07-27T17:00:00+00:00;27.07.2019 18:00;87.5;6.5;5.9;3.9;5973.7;0.1;7.0;18.7;0.0;92.2;0.1
2018-10-06T17:00:00+00:00;06.10.2018 18:00;73.5;17.2;13.3;8.2;9155.1;0.6;17.7;20.9;0.0;24.0;1.0
2019-07-27T18:00:00+00:00;27.07.2019 19:00;75.4;14.0;9.2;6.2;10603.5;0.2;15.0;19.0;0.0;107.0;0.2
2018-10-06T20:00:00+00:00;06.10.2018 21:00;72.8;15.9;10.1;6.4;11697.4;0.5;16.2;18.3;0.0;0.0;2.8
2019-07-27T23:00:00+00:00;28.07.2019 00:00;44.4;12.4;11.6;6.7;10421.3;0.2;12.8;18.6;0.0;0.0;0.2
2018-10-07T01:00:00+00:00;07.10.2018 02:00;44.7;14.8;14.1;10.1;7087.1;0.6;15.1;14.2;0.0;0.0;1.1
2019-07-28T01:00:00+00:00;28.07.2019 02:00;62.6;7.8;9.9;7.1;3660.9;0.1;8.0;18.7;0.0;0.0;0.1
2018-10-07T02:00:00+00:00;07.10.2018 03:00;33.5;15.6;14.5;10.3;6911.7;0.6;16.2;12.3;0.0;0.0;1.0
2019-07-28T02:00:00+00:00;28.07.2019 03:00;70.4;4.8;8.5;6.2;2352.6;0.1;5.1;18.6;0.0;0.0;0.0
2018-10-07T04:00:00+00:00;07.10.2018 05:00;31.0;20.1;13.7;9.9;9301.7;0.6;20.5;12.3;0.0;0.0;3.2
2019-07-28T12:00:00+00:00;28.07.2019 13:00;46.7;2.6;0.9;0.5;1235.0;0.0;3.2;17.0;0.6;108.7;0.0
2018-10-07T07:00:00+00:00;07.10.2018 08:00;25.6;15.3;11.5;8.5;7488.6;0.5;18.3;11.6;0.0;50.8;1.7
2019-07-28T14:00:00+00:00;28.07.2019 15:00;66.1;1.8;1.7;1.0;1433.9;0.1;2.1;16.8;0.1;100.5;0.0
2018-10-07T11:00:00+00:00;07.10.2018 12:00;84.0;2.0;4.7;3.2;1487.9;0.1;2.3;18.9;0.0;590.3;0.2
2019-07-28T17:00:00+00:00;28.07.2019 18:00;60.4;2.7;6.3;4.6;2684.9;0.1;3.1;16.8;0.0;19.8;0.0
2018-10-07T14:00:00+00:00;07.10.2018 15:00;91.1;8.6;12.5;7.0;5852.2;0.3;9.6;20.1;0.0;177.7;0.2
2019-07-28T22:00:00+00:00;28.07.2019 23:00;57.1;2.6;10.3;5.7;2145.5;0.1;2.8;16.9;0.0;0.0;0.1
2018-10-07T16:00:00+00:00;07.10.2018 17:00;96.8;7.6;12.4;7.7;4949.6;0.3;8.0;20.1;0.0;97.5;0.2
2019-07-29T04:00:00+00:00;29.07.2019 05:00;33.2;5.0;9.7;5.9;2980.3;0.1;5.2;14.8;0.0;0.2;0.2
2018-10-07T17:00:00+00:00;07.10.2018 18:00;95.8;8.7;13.1;7.7;5316.4;0.4;8.9;19.8;0.0;13.8;0.3
2019-07-29T06:00:00+00:00;29.07.2019 07:00;30.4;9.8;9.7;6.5;5839.2;0.2;13.0;15.7;0.0;157.5;0.6
2018-10-07T18:00:00+00:00;07.10.2018 19:00;90.6;9.9;14.2;8.0;5980.1;0.4;10.1;18.8;0.0;0.2;0.3
2019-07-29T07:00:00+00:00;29.07.2019 08:00;36.5;14.8;11.6;6.7;8142.1;0.3;22.9;17.5;0.0;331.2;0.9
2018-10-07T20:00:00+00:00;07.10.2018 21:00;72.9;12.0;13.7;8.7;9797.2;0.5;12.4;16.0;0.0;0.0;0.5
2019-07-29T08:00:00+00:00;29.07.2019 09:00;47.1;16.9;14.7;7.4;8823.6;0.3;26.6;19.0;0.0;504.3;0.9
2018-10-07T21:00:00+00:00;07.10.2018 22:00;68.3;14.4;16.2;10.2;11799.2;0.6;14.8;15.7;0.0;0.0;0.7
2019-07-29T13:00:00+00:00;29.07.2019 14:00;91.8;4.6;9.6;5.1;5113.4;0.1;5.4;23.6;0.0;729.2;0.2
2018-10-08T02:00:00+00:00;08.10.2018 03:00;33.2;12.0;20.8;17.8;4161.6;0.4;12.4;12.3;0.0;0.0;1.1
2019-07-29T15:00:00+00:00;29.07.2019 16:00;99.9;4.5;10.2;5.3;6386.4;0.1;5.0;24.4;0.0;555.7;0.2
2018-10-08T04:00:00+00:00;08.10.2018 05:00;24.5;14.1;23.7;19.9;4382.8;0.3;14.5;11.1;0.0;0.0;1.5
2019-07-29T16:00:00+00:00;29.07.2019 17:00;99.0;5.6;9.1;5.3;7099.0;0.2;6.0;24.3;0.0;317.3;0.2
2018-10-08T13:00:00+00:00;08.10.2018 14:00;40.1;18.8;26.4;18.2;8463.9;0.5;29.2;16.7;0.0;536.8;0.5
2019-07-29T17:00:00+00:00;29.07.2019 18:00;101.6;4.9;10.6;5.7;5617.5;0.2;5.2;24.3;0.0;257.7;0.3
2018-10-08T14:00:00+00:00;08.10.2018 15:00;40.2;19.0;26.0;17.5;6925.1;0.5;28.3;17.1;0.0;455.2;0.4
2019-07-29T20:00:00+00:00;29.07.2019 21:00;81.5;6.8;9.9;5.9;7268.8;0.2;6.9;22.2;0.0;0.7;0.3
2018-10-08T15:00:00+00:00;08.10.2018 16:00;45.0;19.7;28.3;16.0;13281.5;0.6;26.5;17.6;0.0;331.7;0.5
2019-07-29T23:00:00+00:00;30.07.2019 00:00;55.6;5.1;11.0;6.6;5015.4;0.2;5.4;19.1;0.0;0.0;0.1
2018-10-08T16:00:00+00:00;08.10.2018 17:00;49.1;25.9;26.9;16.2;13036.4;0.6;30.2;17.6;0.0;175.3;0.6
2019-07-30T00:00:00+00:00;30.07.2019 01:00;58.0;3.5;11.0;6.4;4221.3;0.2;3.9;18.3;0.0;0.0;0.1
2018-10-08T20:00:00+00:00;08.10.2018 21:00;19.7;30.7;24.9;19.8;9314.7;0.9;32.0;12.0;0.0;0.0;0.5
2019-07-30T02:00:00+00:00;30.07.2019 03:00;51.4;6.2;11.3;7.0;4645.3;0.2;6.3;18.5;0.0;0.0;0.2
2018-10-08T22:00:00+00:00;08.10.2018 23:00;31.6;13.2;20.7;17.0;5874.9;0.6;13.8;10.7;0.0;0.0;0.3
2019-07-30T05:00:00+00:00;30.07.2019 06:00;45.4;5.4;11.0;7.0;4399.3;0.2;5.7;17.0;0.0;27.2;0.1
2018-10-09T00:00:00+00:00;09.10.2018 01:00;9.1;23.3;19.4;16.3;6418.9;0.7;25.1;10.0;0.0;0.0;0.4
2019-07-30T09:00:00+00:00;30.07.2019 10:00;82.1;4.7;9.6;6.3;4478.9;0.1;5.8;23.9;0.0;665.3;0.3
2018-10-09T02:00:00+00:00;09.10.2018 03:00;9.4;17.5;19.5;16.2;5264.2;0.6;18.9;9.4;0.0;0.0;0.4
2019-07-30T10:00:00+00:00;30.07.2019 11:00;93.5;2.2;8.3;5.9;3388.9;0.1;2.5;25.2;0.0;795.0;0.2
2018-10-09T07:00:00+00:00;09.10.2018 08:00;3.4;16.2;18.3;15.6;7807.6;0.8;50.7;8.5;0.0;60.0;0.5
2019-07-30T13:00:00+00:00;30.07.2019 14:00;104.5;3.7;10.9;6.5;5978.5;0.1;4.4;26.9;0.0;898.8;0.3
2018-10-09T09:00:00+00:00;09.10.2018 10:00;9.7;28.8;33.0;21.9;13266.6;1.1;98.0;13.5;0.0;387.0;3.4
2019-07-30T18:00:00+00:00;30.07.2019 19:00;77.0;3.7;10.9;4.7;6320.8;0.1;3.7;21.6;0.0;39.0;0.3
2018-10-09T12:00:00+00:00;09.10.2018 13:00;51.7;10.6;23.9;19.8;4456.9;0.5;14.2;19.1;0.0;536.5;0.5
2019-07-30T19:00:00+00:00;30.07.2019 20:00;72.4;3.4;11.6;5.2;5711.2;0.1;3.4;19.4;1.0;9.7;0.2
2018-10-09T14:00:00+00:00;09.10.2018 15:00;58.8;12.9;26.1;18.2;6837.8;0.5;16.7;20.4;0.0;457.7;0.5
2019-07-31T07:00:00+00:00;31.07.2019 08:00;43.4;7.1;9.4;4.4;6287.9;0.1;8.5;18.2;0.0;206.5;0.5
2018-10-09T15:00:00+00:00;09.10.2018 16:00;58.9;14.6;22.7;16.8;5670.5;0.5;17.9;20.5;0.0;329.5;0.3
2019-07-31T18:00:00+00:00;31.07.2019 19:00;83.0;3.3;7.9;4.2;6647.9;0.1;3.5;21.8;0.0;97.5;0.4
2018-10-09T16:00:00+00:00;09.10.2018 17:00;63.2;14.8;19.4;13.9;5148.4;0.5;16.5;20.2;0.0;175.2;0.3
2019-07-31T20:00:00+00:00;31.07.2019 21:00;66.1;7.3;14.1;10.5;12647.5;0.4;7.4;19.0;0.0;0.5;2.0
2018-10-10T09:00:00+00:00;10.10.2018 10:00;34.2;12.9;28.4;24.1;4052.9;0.5;19.5;16.3;0.0;372.5;0.4
2019-07-31T21:00:00+00:00;31.07.2019 22:00;48.5;10.9;29.2;25.3;20443.9;0.9;11.1;17.4;0.0;0.0;4.5
2018-10-10T16:00:00+00:00;10.10.2018 17:00;56.4;17.6;20.9;13.9;7244.4;0.5;20.0;21.5;0.0;165.3;0.3
2019-08-01T06:00:00+00:00;01.08.2019 07:00;31.2;8.1;12.8;9.1;6492.4;0.2;10.1;14.7;0.0;147.8;1.0
2018-10-10T20:00:00+00:00;10.10.2018 21:00;32.4;29.1;32.6;23.9;10194.5;1.0;29.8;13.8;0.0;0.0;0.4
2019-08-01T10:00:00+00:00;01.08.2019 11:00;68.0;14.3;16.5;8.6;12672.5;0.3;19.4;21.4;0.0;771.0;1.0
2018-10-10T23:00:00+00:00;11.10.2018 00:00;22.9;15.9;28.3;23.0;5996.4;0.8;16.5;12.0;0.0;0.0;0.2
2019-08-01T16:00:00+00:00;01.08.2019 17:00;111.7;6.9;19.5;12.2;18836.0;0.3;7.9;25.4;0.0;510.5;1.1
2018-10-11T04:00:00+00:00;11.10.2018 05:00;6.9;13.6;21.3;17.8;5528.6;0.7;15.8;9.4;0.0;0.0;0.2
2019-08-01T18:00:00+00:00;01.08.2019 19:00;99.9;7.3;16.1;8.6;15313.2;0.2;7.7;24.4;0.0;134.5;0.8
2018-10-11T08:00:00+00:00;11.10.2018 09:00;2.8;39.1;38.5;19.0;18186.0;1.6;144.7;12.2;0.0;46.8;3.4
2019-08-01T20:00:00+00:00;01.08.2019 21:00;86.3;12.5;19.7;12.2;19805.2;0.3;12.5;22.1;0.0;0.2;2.8
2018-10-11T14:00:00+00:00;11.10.2018 15:00;52.5;22.5;14.7;7.7;7585.0;0.5;26.5;19.3;0.0;199.5;0.6
2019-08-01T22:00:00+00:00;01.08.2019 23:00;77.1;11.5;25.0;17.7;14456.9;0.4;11.5;19.0;0.0;0.0;3.7
2018-10-11T20:00:00+00:00;11.10.2018 21:00;12.9;40.8;20.5;14.7;12778.9;1.0;43.6;14.6;0.0;0.0;4.4
2019-08-02T04:00:00+00:00;02.08.2019 05:00;46.5;8.1;12.4;6.9;6235.6;0.2;8.5;16.1;0.0;0.0;0.5
2018-10-11T21:00:00+00:00;11.10.2018 22:00;15.0;37.7;20.2;15.2;11109.1;0.9;38.5;14.5;0.0;0.0;3.9
2019-08-02T05:00:00+00:00;02.08.2019 06:00;39.7;10.3;11.9;6.5;6123.2;0.3;10.6;16.0;0.0;11.8;0.6
2018-10-12T00:00:00+00:00;12.10.2018 01:00;14.3;28.4;18.3;14.3;8575.4;0.8;29.0;13.5;0.0;0.0;3.1
2019-08-02T09:00:00+00:00;02.08.2019 10:00;56.0;9.9;15.9;8.4;6609.1;0.2;11.5;18.4;0.0;232.8;0.6
2018-10-12T01:00:00+00:00;12.10.2018 02:00;14.4;25.8;17.3;13.3;8470.0;0.7;26.4;13.3;0.0;0.0;2.9
2019-08-02T12:00:00+00:00;02.08.2019 13:00;107.7;5.4;13.3;7.8;9624.4;0.3;6.0;23.3;0.0;844.3;0.7
2018-10-12T03:00:00+00:00;12.10.2018 04:00;8.9;27.9;18.2;14.2;7610.8;0.7;29.3;12.9;0.0;0.0;2.4
2019-08-02T13:00:00+00:00;02.08.2019 14:00;114.3;3.9;12.1;7.3;9445.8;0.3;4.2;24.6;0.0;870.2;0.6
2018-10-12T05:00:00+00:00;12.10.2018 06:00;5.9;32.0;20.0;15.4;9220.2;0.8;36.3;12.7;0.0;0.0;2.6
2019-08-02T16:00:00+00:00;02.08.2019 17:00;106.8;2.1;9.7;5.0;5330.6;0.1;2.3;26.1;0.0;583.5;0.3
